name,district,division,latitude,longitude,email,phone
"Sreemangal Police Station","Moulvibazar","Sylhet",24.5518,91.8473,isfakiqbal@iut-dhaka.edu,01837121760
"Sherpur Police Station","Moulvibazar","Sylhet",24.4291,91.8362,isfakiqbal@iut-dhaka.edu,01837121760
"Habiganj Sadar Police Station","Habiganj","Sylhet",24.3749,91.4155,isfakiqbal@iut-dhaka.edu,01837121760
"Ajmiriganj Police Station","Habiganj","Sylhet",24.4215,91.4471,isfakiqbal@iut-dhaka.edu,01837121760
"Bahubal Police Station","Habiganj","Sylhet",24.3484,91.4527,isfakiqbal@iut-dhaka.edu,01837121760
"Baniyachong Police Station","Habiganj","Sylhet",24.4284,91.4482,isfakiqbal@iut-dhaka.edu,01837121760
"Chunarughat Police Station","Habiganj","Sylhet",24.3126,91.4279,isfakiqbal@iut-dhaka.edu,01837121760
"Lakhai Police Station","Habiganj","Sylhet",24.3152,91.4195,isfakiqbal@iut-dhaka.edu,01837121760
"Madhabpur Police Station","Habiganj","Sylhet",24.4318,91.3660,isfakiqbal@iut-dhaka.edu,01837121760
"Nabiganj Police Station","Habiganj","Sylhet",24.4265,91.3567,isfakiqbal@iut-dhaka.edu,01837121760
"Shayestaganj Police Station","Habiganj","Sylhet",24.3729,91.3820,isfakiqbal@iut-dhaka.edu,01837121760
"Sunamganj Sadar Police Station","Sunamganj","Sylhet",25.0658,91.3956,isfakiqbal@iut-dhaka.edu,01837121760
"Bishwamvarpur Police Station","Sunamganj","Sylhet",25.1310,91.4052,isfakiqbal@iut-dhaka.edu,01837121760
"Chhatak Police Station","Sunamganj","Sylhet",25.0986,91.4271,isfakiqbal@iut-dhaka.edu,01837121760
"Derai Police Station","Sunamganj","Sylhet",25.1320,91.3917,isfakiqbal@iut-dhaka.edu,01837121760
"Dharamapasha Police Station","Sunamganj","Sylhet",25.0117,91.4686,isfakiqbal@iut-dhaka.edu,01837121760
"Dowarabazar Police Station","Sunamganj","Sylhet",25.0282,91.3268,isfakiqbal@iut-dhaka.edu,01837121760
"Jagannathpur Police Station","Sunamganj","Sylhet",25.0412,91.4298,isfakiqbal@iut-dhaka.edu,01837121760
"Jamalganj Police Station","Sunamganj","Sylhet",25.1009,91.4179,isfakiqbal@iut-dhaka.edu,01837121760
"Sullah Police Station","Sunamganj","Sylhet",25.0760,91.3931,isfakiqbal@iut-dhaka.edu,01837121760
"Tahirpur Police Station","Sunamganj","Sylhet",25.0301,91.3517,isfakiqbal@iut-dhaka.edu,01837121760
"South Sunamganj Police Station","Sunamganj","Sylhet",25.1265,91.3585,isfakiqbal@iut-dhaka.edu,01837121760
"Madhyanagar Police Station","Sunamganj","Sylhet",25.0022,91.4087,isfakiqbal@iut-dhaka.edu,01837121760
"Kotwali Police Station","Rangpur","Rangpur",25.7439,89.2752,isfakiqbal@iut-dhaka.edu,01837121760
"Tajhat Police Station","Rangpur","Rangpur",25.7608,89.2762,isfakiqbal@iut-dhaka.edu,01837121760
"Mahiganj Police Station","Rangpur","Rangpur",25.8187,89.2855,isfakiqbal@iut-dhaka.edu,01837121760
"Haragach Police Station","Rangpur","Rangpur",25.7341,89.3250,isfakiqbal@iut-dhaka.edu,01837121760
"Parsuram Police Station","Rangpur","Rangpur",25.7676,89.2053,isfakiqbal@iut-dhaka.edu,01837121760
"Hazirhat Police Station","Rangpur","Rangpur",25.7884,89.2687,isfakiqbal@iut-dhaka.edu,01837121760
"Badarganj Police Station","Rangpur","Rangpur",25.7420,89.2337,isfakiqbal@iut-dhaka.edu,01837121760
"Gangachara Police Station","Rangpur","Rangpur",25.6774,89.2172,isfakiqbal@iut-dhaka.edu,01837121760
"Kaunia Police Station","Rangpur","Rangpur",25.7907,89.3001,isfakiqbal@iut-dhaka.edu,01837121760
"Rangpur Sadar Police Station","Rangpur","Rangpur",25.7175,89.3225,isfakiqbal@iut-dhaka.edu,01837121760
"Mithapukur Police Station","Rangpur","Rangpur",25.7193,89.2338,isfakiqbal@iut-dhaka.edu,01837121760
"Pirgachha Police Station","Rangpur","Rangpur",25.7592,89.2300,isfakiqbal@iut-dhaka.edu,01837121760
"Pirganj Police Station","Rangpur","Rangpur",25.7006,89.2571,isfakiqbal@iut-dhaka.edu,01837121760
"Taraganj Police Station","Rangpur","Rangpur",25.6879,89.3481,isfakiqbal@iut-dhaka.edu,01837121760
"Kotwali Police Station","Dinajpur","Rangpur",25.6217,88.6355,isfakiqbal@iut-dhaka.edu,01837121760
"Birampur Police Station","Dinajpur","Rangpur",25.6784,88.5857,isfakiqbal@iut-dhaka.edu,01837121760
"Birganj Police Station","Dinajpur","Rangpur",25.6584,88.6150,isfakiqbal@iut-dhaka.edu,01837121760
"Biral Police Station","Dinajpur","Rangpur",25.6888,88.6895,isfakiqbal@iut-dhaka.edu,01837121760
"Bochaganj Police Station","Dinajpur","Rangpur",25.5691,88.6992,isfakiqbal@iut-dhaka.edu,01837121760
"Chirirbandar Police Station","Dinajpur","Rangpur",25.6812,88.5689,isfakiqbal@iut-dhaka.edu,01837121760
"Fulbari Police Station","Dinajpur","Rangpur",25.5601,88.6009,isfakiqbal@iut-dhaka.edu,01837121760
"Ghoraghat Police Station","Dinajpur","Rangpur",25.6115,88.6850,isfakiqbal@iut-dhaka.edu,01837121760
"Hakimpur Police Station","Dinajpur","Rangpur",25.5847,88.6996,isfakiqbal@iut-dhaka.edu,01837121760
"Kaharole Police Station","Dinajpur","Rangpur",25.5906,88.6450,isfakiqbal@iut-dhaka.edu,01837121760
"Khansama Police Station","Dinajpur","Rangpur",25.6362,88.6453,isfakiqbal@iut-dhaka.edu,01837121760
"Nawabganj Police Station","Dinajpur","Rangpur",25.6195,88.6558,isfakiqbal@iut-dhaka.edu,01837121760
"Parbatipur Police Station","Dinajpur","Rangpur",25.5700,88.6833,isfakiqbal@iut-dhaka.edu,01837121760
"Gaibandha Sadar Police Station","Gaibandha","Rangpur",25.3288,89.5281,isfakiqbal@iut-dhaka.edu,01837121760
"Fulchhari Police Station","Gaibandha","Rangpur",25.3945,89.5985,isfakiqbal@iut-dhaka.edu,01837121760
"Gobindaganj Police Station","Gaibandha","Rangpur",25.3694,89.5543,isfakiqbal@iut-dhaka.edu,01837121760
"Palashbari Police Station","Gaibandha","Rangpur",25.2862,89.5334,isfakiqbal@iut-dhaka.edu,01837121760
"Sadullapur Police Station","Gaibandha","Rangpur",25.2860,89.5514,isfakiqbal@iut-dhaka.edu,01837121760
"Saghata Police Station","Gaibandha","Rangpur",25.3245,89.4767,isfakiqbal@iut-dhaka.edu,01837121760
"Sundarganj Police Station","Gaibandha","Rangpur",25.2549,89.4821,isfakiqbal@iut-dhaka.edu,01837121760
"Kurigram Sadar Police Station","Kurigram","Rangpur",25.8054,89.6362,isfakiqbal@iut-dhaka.edu,01837121760
"Nageshwari Police Station","Kurigram","Rangpur",25.7671,89.5857,isfakiqbal@iut-dhaka.edu,01837121760
"Bhurungamari Police Station","Kurigram","Rangpur",25.7797,89.6823,isfakiqbal@iut-dhaka.edu,01837121760
"Fulbari Police Station","Kurigram","Rangpur",25.8564,89.5995,isfakiqbal@iut-dhaka.edu,01837121760
"Rajarhat Police Station","Kurigram","Rangpur",25.8104,89.6677,isfakiqbal@iut-dhaka.edu,01837121760
"Ulipur Police Station","Kurigram","Rangpur",25.7556,89.6854,isfakiqbal@iut-dhaka.edu,01837121760
"Chilmari Police Station","Kurigram","Rangpur",25.7655,89.6716,isfakiqbal@iut-dhaka.edu,01837121760
"Rowmari Police Station","Kurigram","Rangpur",25.7416,89.6972,isfakiqbal@iut-dhaka.edu,01837121760
"Char Rajibpur Police Station","Kurigram","Rangpur",25.8090,89.5676,isfakiqbal@iut-dhaka.edu,01837121760
"Kachakata Police Station","Kurigram","Rangpur",25.7440,89.5696,isfakiqbal@iut-dhaka.edu,01837121760
"Lalmonirhat Sadar Police Station","Lalmonirhat","Rangpur",25.9165,89.4532,isfakiqbal@iut-dhaka.edu,01837121760
"Aditmari Police Station","Lalmonirhat","Rangpur",25.8842,89.3968,isfakiqbal@iut-dhaka.edu,01837121760
"Kaliganj Police Station","Lalmonirhat","Rangpur",25.9672,89.4788,isfakiqbal@iut-dhaka.edu,01837121760
"Hatibandha Police Station","Lalmonirhat","Rangpur",25.9538,89.4903,isfakiqbal@iut-dhaka.edu,01837121760
"Patgram Police Station","Lalmonirhat","Rangpur",25.8633,89.4883,isfakiqbal@iut-dhaka.edu,01837121760
"Nilphamari Sadar Police Station","Nilphamari","Rangpur",25.9318,88.8561,isfakiqbal@iut-dhaka.edu,01837121760
"Saidpur Police Station","Nilphamari","Rangpur",26.0040,88.8392,isfakiqbal@iut-dhaka.edu,01837121760
"Jaldhaka Police Station","Nilphamari","Rangpur",25.9925,88.8047,isfakiqbal@iut-dhaka.edu,01837121760
"Kishoreganj Police Station","Nilphamari","Rangpur",25.8610,88.9062,isfakiqbal@iut-dhaka.edu,01837121760
"Domar Police Station","Nilphamari","Rangpur",25.9847,88.9203,isfakiqbal@iut-dhaka.edu,01837121760
"Dimla Police Station","Nilphamari","Rangpur",25.9599,88.8901,isfakiqbal@iut-dhaka.edu,01837121760
"Panchagarh Sadar Police Station","Panchagarh","Rangpur",26.3411,88.5542,isfakiqbal@iut-dhaka.edu,01837121760
"Boda Police Station","Panchagarh","Rangpur",26.2954,88.5956,isfakiqbal@iut-dhaka.edu,01837121760
"Debiganj Police Station","Panchagarh","Rangpur",26.3271,88.5769,isfakiqbal@iut-dhaka.edu,01837121760
"Atwari Police Station","Panchagarh","Rangpur",26.3014,88.5968,isfakiqbal@iut-dhaka.edu,01837121760
"Tetulia Police Station","Panchagarh","Rangpur",26.3076,88.6145,isfakiqbal@iut-dhaka.edu,01837121760
"Thakurgaon Sadar Police Station","Thakurgaon","Rangpur",26.0337,88.4617,isfakiqbal@iut-dhaka.edu,01837121760
"Baliadangi Police Station","Thakurgaon","Rangpur",25.9963,88.5057,isfakiqbal@iut-dhaka.edu,01837121760
"Haripur Police Station","Thakurgaon","Rangpur",26.0264,88.5054,isfakiqbal@iut-dhaka.edu,01837121760
"Pirganj Police Station","Thakurgaon","Rangpur",25.9603,88.4026,isfakiqbal@iut-dhaka.edu,01837121760
"Ranishankail Police Station","Thakurgaon","Rangpur",26.0048,88.5289,isfakiqbal@iut-dhaka.edu,01837121760
"Kotwali Police Station","Mymensingh","Mymensingh",24.7471,90.4203,isfakiqbal@iut-dhaka.edu,01837121760
"Muktagachha Police Station","Mymensingh","Mymensingh",24.7545,90.3680,isfakiqbal@iut-dhaka.edu,01837121760
"Fulbaria Police Station","Mymensingh","Mymensingh",24.7064,90.4401,isfakiqbal@iut-dhaka.edu,01837121760
"Trishal Police Station","Mymensingh","Mymensingh",24.7356,90.4371,isfakiqbal@iut-dhaka.edu,01837121760
"Bhaluka Police Station","Mymensingh","Mymensingh",24.7634,90.3771,isfakiqbal@iut-dhaka.edu,01837121760
"Gaffargaon Police Station","Mymensingh","Mymensingh",24.7305,90.4643,isfakiqbal@iut-dhaka.edu,01837121760
"Nandail Police Station","Mymensingh","Mymensingh",24.7367,90.3756,isfakiqbal@iut-dhaka.edu,01837121760
"Ishwarganj Police Station","Mymensingh","Mymensingh",24.7513,90.3657,isfakiqbal@iut-dhaka.edu,01837121760
"Gouripur Police Station","Mymensingh","Mymensingh",24.8101,90.4440,isfakiqbal@iut-dhaka.edu,01837121760
"Phulpur Police Station","Mymensingh","Mymensingh",24.7752,90.4252,isfakiqbal@iut-dhaka.edu,01837121760
"Haluaghat Police Station","Mymensingh","Mymensingh",24.6887,90.4805,isfakiqbal@iut-dhaka.edu,01837121760
"Dhobaura Police Station","Mymensingh","Mymensingh",24.7647,90.4122,isfakiqbal@iut-dhaka.edu,01837121760
"Tara Khanda Police Station","Mymensingh","Mymensingh",24.7116,90.3993,isfakiqbal@iut-dhaka.edu,01837121760
"Pagla Police Station","Mymensingh","Mymensingh",24.7808,90.4854,isfakiqbal@iut-dhaka.edu,01837121760
"Jamalpur Sadar Police Station","Jamalpur","Mymensingh",24.9375,89.9378,isfakiqbal@iut-dhaka.edu,01837121760
"Melandah Police Station","Jamalpur","Mymensingh",24.9720,90.0003,isfakiqbal@iut-dhaka.edu,01837121760
"Islampur Police Station","Jamalpur","Mymensingh",24.8655,89.9572,isfakiqbal@iut-dhaka.edu,01837121760
"Dewanganj Police Station","Jamalpur","Mymensingh",24.9303,89.9798,isfakiqbal@iut-dhaka.edu,01837121760
"Sarishabari Police Station","Jamalpur","Mymensingh",24.9791,89.8656,isfakiqbal@iut-dhaka.edu,01837121760
"Madarganj Police Station","Jamalpur","Mymensingh",24.9211,89.9594,isfakiqbal@iut-dhaka.edu,01837121760
"Bakshiganj Police Station","Jamalpur","Mymensingh",25.0093,89.9757,isfakiqbal@iut-dhaka.edu,01837121760
"Netrokona Sadar Police Station","Netrokona","Mymensingh",24.8709,90.7279,isfakiqbal@iut-dhaka.edu,01837121760
"Barhatta Police Station","Netrokona","Mymensingh",24.8969,90.7777,isfakiqbal@iut-dhaka.edu,01837121760
"Durgapur Police Station","Netrokona","Mymensingh",24.8328,90.7970,isfakiqbal@iut-dhaka.edu,01837121760
"Khaliajuri Police Station","Netrokona","Mymensingh",24.8102,90.7683,isfakiqbal@iut-dhaka.edu,01837121760
"Kalmakanda Police Station","Netrokona","Mymensingh",24.8563,90.7233,isfakiqbal@iut-dhaka.edu,01837121760
"Kendua Police Station","Netrokona","Mymensingh",24.8498,90.7060,isfakiqbal@iut-dhaka.edu,01837121760
"Madan Police Station","Netrokona","Mymensingh",24.8635,90.6888,isfakiqbal@iut-dhaka.edu,01837121760
"Mohanganj Police Station","Netrokona","Mymensingh",24.8897,90.7855,isfakiqbal@iut-dhaka.edu,01837121760
"Purbadhala Police Station","Netrokona","Mymensingh",24.9088,90.6724,isfakiqbal@iut-dhaka.edu,01837121760
"Atpara Police Station","Netrokona","Mymensingh",24.8438,90.7905,isfakiqbal@iut-dhaka.edu,01837121760
"Sherpur Sadar Police Station","Sherpur","Mymensingh",25.0205,90.0153,isfakiqbal@iut-dhaka.edu,01837121760
"Nakatla Police Station","Sherpur","Mymensingh",24.9501,90.0730,isfakiqbal@iut-dhaka.edu,01837121760
"Nalitabari Police Station","Sherpur","Mymensingh",24.9699,90.0777,isfakiqbal@iut-dhaka.edu,01837121760
"Sreebardi Police Station","Sherpur","Mymensingh",24.9912,89.9464,isfakiqbal@iut-dhaka.edu,01837121760
"Jhenaigati Police Station","Sherpur","Mymensingh",24.9962,90.0219,isfakiqbal@iut-dhaka.edu,01837121760
